STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19861001,12,2075,0,0,0,0,7,1,1,602,0,969,0,233,11,165,68,116
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19861101,0,4810,0,4,0,20,5,1,1,391,76,736,246,178,-122,60,-14,23
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19861201,0,5815,0,5,0,26,6,1,0,173,51,426,122,72,-111,24,-33,-5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870101,0,6836,0,15,4,29,7,0,0,122,279,589,798,100,-217,-2,-73,-38
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870201,0,5318,0,4,0,27,3,2,0,173,178,336,150,78,-139,40,-54,-7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870301,0,4291,0,1,0,19,4,0,0,84,0,299,51,228,-100,102,-12,45
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870401,15,2445,0,0,0,6,5,1,1,264,0,678,38,283,-78,163,41,102
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870501,742,790,1,0,0,0,7,3,0,246,0,889,0,322,17,245,117,181
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870601,1394,94,6,0,0,0,9,3,1,274,0,908,0,350,83,284,169,226
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870701,1895,33,11,0,0,0,10,2,0,185,0,917,0,344,122,294,192,243
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870801,1309,147,4,0,0,0,6,1,1,404,0,848,0,344,106,270,171,220
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19870901,385,441,0,0,0,0,7,3,0,216,0,925,0,300,44,237,126,181
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19871001,0,3135,0,0,0,6,9,1,0,140,0,813,0,222,-22,135,29,82
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19871101,17,3555,0,0,0,11,7,2,0,137,25,538,41,244,-72,110,20,65
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19871201,0,5549,0,3,0,27,10,2,1,345,127,1046,333,128,-133,33,-25,4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880101,0,7524,0,19,7,28,7,2,0,170,152,563,292,122,-233,-15,-105,-60
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880201,0,6809,0,15,3,29,10,0,0,76,229,507,585,111,-200,-5,-98,-52
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880301,0,4755,0,4,0,24,10,1,0,132,203,770,306,211,-100,84,-25,30
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880401,15,2783,0,0,0,7,7,1,1,335,0,739,0,278,-39,152,29,91
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880501,416,896,2,0,0,1,3,1,0,180,0,356,0,328,-6,244,91,168
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880601,1390,209,13,0,0,0,2,0,0,56,0,122,0,400,50,299,145,222
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880701,1982,11,15,0,0,0,4,0,0,99,0,325,0,378,94,318,175,247
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880801,1948,66,14,0,0,0,10,5,1,381,0,1431,0,394,94,299,188,244
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19880901,350,423,0,0,0,0,6,3,1,480,0,1122,0,300,61,238,123,181
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19881001,1,3275,0,0,0,10,10,3,2,881,0,1698,8,233,-67,124,31,77
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19881101,0,3750,0,0,0,9,12,5,1,279,25,1453,198,183,-44,100,16,58
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19881201,0,6225,0,12,0,27,5,2,0,241,178,741,379,150,-150,23,-59,-18
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890101,0,5437,0,6,0,22,6,0,0,107,25,402,79,178,-128,50,-35,8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890201,0,6651,0,17,1,28,5,0,0,53,127,266,415,117,-183,-17,-92,-55
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890301,6,4832,0,5,0,23,5,2,0,229,25,577,64,244,-117,80,-26,27
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890401,29,2973,0,0,0,11,6,3,0,216,0,719,43,261,-78,141,29,85
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890501,196,1538,0,0,0,2,5,2,0,206,0,692,0,300,-22,201,79,140
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890601,737,233,4,0,0,0,4,3,1,399,0,887,0,333,67,256,144,200
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890701,1548,0,8,0,0,0,7,2,1,925,0,1500,0,350,128,288,178,233
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890801,1041,66,1,0,0,0,8,4,2,498,0,1435,0,322,78,271,158,214
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19890901,301,833,0,0,0,0,7,2,1,429,0,960,0,294,11,223,107,165
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19891001,57,2147,0,0,0,7,3,1,0,165,152,369,224,300,-28,179,52,116
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19891101,0,4361,0,5,0,17,9,1,0,246,203,902,387,222,-106,81,-6,38
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19891201,0,8148,0,20,10,31,6,0,0,89,305,468,747,78,-250,-37,-122,-80
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900101,0,5328,0,4,0,25,5,2,1,254,127,601,31,128,-78,50,-28,11
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900201,0,5238,0,8,0,23,6,2,1,432,152,931,352,150,-144,38,-46,-4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900301,51,4203,0,2,0,18,7,2,0,178,51,709,87,261,-106,97,1,49
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900401,205,2923,0,0,0,13,9,2,0,173,25,742,29,306,-61,148,37,92
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900501,38,1461,0,0,0,0,8,7,1,437,0,1744,0,267,22,192,82,137
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900601,909,262,2,0,0,0,8,4,0,208,0,1118,0,344,22,264,145,205
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900701,1112,38,2,0,0,0,9,5,3,300,0,1385,0,361,117,267,168,218
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900801,922,76,2,0,0,0,7,4,2,340,0,1168,0,333,94,264,157,210
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19900901,636,631,1,0,0,0,6,4,0,246,0,956,0,344,44,236,131,183
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19901001,110,2297,0,0,0,6,8,5,3,589,0,1802,0,294,-28,171,54,112
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19901101,0,3182,0,0,0,13,5,3,2,996,0,1699,0,233,-39,128,26,77
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19901201,0,5712,0,7,2,21,10,1,1,622,178,1280,447,139,-194,41,-44,-1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910101,0,7026,0,20,1,31,4,1,0,130,127,419,401,67,-189,-9,-78,-44
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910201,0,5081,0,7,1,24,5,1,0,140,406,454,593,139,-178,41,-38,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910301,0,4046,0,1,0,21,9,1,0,140,51,708,61,233,-78,105,0,52
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910401,69,2136,0,0,0,4,8,3,1,417,0,1164,0,272,-56,168,60,114
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910501,1031,605,4,0,0,0,9,4,0,211,0,1019,0,328,22,255,138,197
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910601,1513,13,10,0,0,0,1,1,0,147,0,157,0,350,106,298,168,233
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910701,1846,0,13,0,0,0,3,1,0,188,0,335,0,383,100,307,178,243
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910801,1437,11,7,0,0,0,6,2,1,386,0,935,0,372,133,290,168,229
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19910901,650,940,3,0,0,1,4,3,1,297,0,689,0,339,0,236,111,173
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19911001,60,1792,0,0,0,3,13,5,3,612,0,2222,0,272,-22,178,76,127
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19911101,0,4722,0,5,0,18,10,0,0,97,102,700,193,206,-122,70,-19,26
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19911201,0,5656,0,5,0,26,5,0,0,119,152,423,297,167,-150,39,-38,1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920101,0,6166,0,11,2,22,8,0,0,107,178,419,506,83,-233,16,-48,-16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920201,0,5123,0,4,0,21,8,1,0,127,203,439,278,106,-111,42,-29,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920301,0,4744,0,4,0,20,11,1,0,142,127,744,426,200,-111,81,-21,30
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920401,9,3150,0,0,0,11,5,1,0,193,0,556,23,244,-67,130,27,78
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920501,269,1400,0,0,0,0,3,1,0,160,0,298,0,300,11,214,79,147
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920601,473,441,1,0,0,0,6,1,0,135,0,441,0,350,39,251,117,184
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920701,912,48,2,0,0,0,12,4,0,206,0,1331,0,328,111,261,160,211
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920801,565,148,1,0,0,0,4,2,0,160,0,526,0,322,94,252,141,196
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19920901,350,793,0,0,0,0,10,6,4,602,0,2246,0,294,22,223,113,168
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19921001,12,2349,0,0,0,2,5,1,0,147,25,407,30,267,-6,165,51,108
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19921101,0,4156,0,3,0,11,9,3,2,366,25,1409,194,183,-28,70,19,44
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19921201,0,5861,0,10,0,27,7,1,1,503,152,1017,322,139,-128,27,-39,-6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930101,0,6319,0,15,0,28,6,1,1,447,76,854,207,133,-156,14,-56,-21
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930201,0,6309,0,16,4,28,5,0,0,71,457,306,818,100,-200,-1,-84,-42
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930301,0,5165,0,4,0,19,8,1,0,150,229,665,482,200,-139,61,-28,16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930401,0,3012,0,0,0,7,9,1,1,348,25,925,35,222,-50,132,33,83
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930501,156,893,0,0,0,0,7,1,0,165,0,596,0,306,28,223,96,159
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930601,776,322,0,0,0,0,10,5,3,752,0,2760,0,317,22,249,147,198
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930701,1641,0,6,0,0,0,6,0,0,81,0,384,0,328,117,285,186,236
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930801,1534,41,4,0,0,0,9,3,1,312,0,1112,0,339,106,284,178,231
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19930901,99,1119,0,0,0,0,9,5,2,630,0,1973,3,283,17,198,100,149
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19931001,51,2535,0,0,0,4,5,2,1,635,0,1040,0,278,-17,159,47,103
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19931101,0,4262,0,2,0,16,8,1,0,150,25,608,55,189,-78,82,0,41
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19931201,0,6076,0,10,0,22,6,0,0,76,102,385,288,106,-156,20,-46,-13
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940101,0,8388,0,22,11,30,8,1,0,145,254,626,549,72,-294,-44,-131,-88
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940201,0,6613,0,19,4,24,5,0,0,81,279,369,509,178,-228,-3,-103,-53
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940301,0,4887,0,2,0,25,3,0,0,64,203,207,3,239,-100,81,-30,25
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940401,140,2471,0,0,0,5,7,3,0,170,0,711,20,306,-44,166,45,105
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940501,241,1541,0,0,0,0,1,0,0,94,0,205,0,317,6,210,72,141
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940601,1231,164,8,0,0,0,9,4,1,475,0,1297,0,367,44,285,152,219
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940701,1373,0,2,0,0,0,10,5,1,254,0,1264,0,333,128,277,177,227
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940801,675,177,0,0,0,0,8,3,2,287,0,1064,0,306,94,253,145,199
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19940901,536,536,0,0,0,0,6,3,2,414,0,1191,25,317,50,240,126,183
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19941001,12,1902,0,0,0,1,3,3,2,422,0,889,0,267,-17,178,66,122
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19941101,0,3386,0,1,0,13,7,3,1,424,0,1109,0,217,-50,119,21,70
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19941201,0,5145,0,5,0,24,6,2,0,180,0,635,61,133,-83,53,-19,17
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950101,0,6830,0,19,2,26,7,2,0,150,178,625,440,144,-206,0,-75,-37
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950201,0,6169,0,13,2,28,6,0,0,81,305,508,656,100,-200,6,-80,-37
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950301,0,4239,0,4,0,15,3,1,0,234,25,469,72,244,-122,99,-7,46
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950401,0,3080,0,0,0,6,11,3,1,302,0,1159,15,261,-78,135,26,80
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950501,52,1260,0,0,0,0,9,1,1,312,0,932,0,278,17,203,85,144
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950601,1172,115,8,0,0,0,5,1,0,241,0,600,0,361,67,280,157,218
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950701,1755,42,9,0,0,0,7,3,2,726,0,1650,0,378,94,292,185,238
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950801,2099,0,5,0,0,0,8,6,1,1006,0,2108,0,339,150,299,203,251
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19950901,315,772,0,0,0,0,2,1,0,150,0,227,0,311,11,232,103,168
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19951001,55,1896,0,0,0,0,7,2,1,277,0,819,0,283,6,178,69,124
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19951101,0,5026,0,2,0,24,6,3,2,434,51,1119,158,178,-94,57,-26,15
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19951201,0,6713,0,17,1,30,7,0,0,97,152,480,561,133,-200,6,-73,-34
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19960101,0,7033,0,19,1,29,6,0,0,119,127,421,311,167,-200,-2,-86,-44
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19960201,0,5982,0,12,6,20,4,1,1,282,25,533,201,178,-250,23,-70,-23
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19960301,0,5624,0,8,0,24,4,0,0,124,102,317,211,189,-156,57,-54,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19960401,6,3172,0,0,0,14,9,1,1,325,0,916,24,261,-89,140,15,77
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19960501,239,1548,1,0,0,1,11,5,2,577,0,2059,0,328,-11,193,89,141
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.7,-86.31667,19960601,801,140,2,0,0,0,11,5,2,638,0,1829,0,339,100,260,150,205
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19960701,739,129,0,0,0,0,8,3,2,765,0,1699,0,317,78,261,144,203
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19960801,1073,11,2,0,0,0,3,2,0,206,0,445,0,328,117,273,162,217
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19960901,404,803,0,0,0,0,7,2,0,231,0,837,0,294,56,223,117,170
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19961001,0,2171,0,0,0,4,5,1,1,544,0,830,0,256,-33,169,57,113
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19961101,0,5195,0,8,0,24,9,1,1,279,102,941,388,172,-78,42,-22,10
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19961201,0,6126,0,7,0,25,6,3,1,279,102,737,268,111,-156,14,-43,-15
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970101,0,7639,0,21,8,28,7,0,0,109,279,671,924,172,-228,-20,-107,-63
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970201,0,5496,0,12,0,27,8,3,1,279,76,982,260,144,-161,26,-52,-13
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970301,0,4713,0,2,0,21,6,1,0,132,51,515,85,228,-117,81,-19,31
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970401,0,3545,0,0,0,18,5,0,0,117,0,347,11,250,-89,131,-1,65
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970501,1,2149,0,0,0,1,13,1,0,224,0,958,0,267,0,168,59,114
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970601,783,231,1,0,0,0,7,3,0,236,0,803,0,328,72,258,145,201
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970701,1303,68,7,0,0,0,5,2,0,198,0,504,0,356,89,283,163,223
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970801,620,125,1,0,0,0,7,5,2,333,0,1283,0,322,89,250,148,199
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19970901,257,686,0,0,0,0,7,3,0,216,0,727,0,283,44,224,114,169
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19971001,157,2455,0,0,0,7,5,1,1,254,0,549,5,294,-33,165,52,109
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19971101,0,4794,0,4,0,19,6,2,0,241,127,624,143,144,-111,58,-11,23
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19971201,0,5907,0,9,0,29,5,2,0,137,127,544,460,72,-139,17,-32,-8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980101,0,5746,0,15,0,24,8,3,0,213,127,955,199,133,-161,25,-30,-2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980201,0,4347,0,0,0,19,4,1,0,165,0,432,0,139,-72,70,-15,28
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980301,51,4594,0,3,0,21,7,4,0,213,229,923,530,256,-122,77,-4,36
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980401,0,2582,0,0,0,4,9,2,0,236,0,958,0,228,-33,153,41,97
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980501,441,433,1,0,0,0,3,1,1,457,0,633,0,322,72,247,119,183
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980601,1013,457,2,0,0,0,8,2,1,284,0,1010,0,350,28,258,145,202
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980701,1291,0,2,0,0,0,6,2,0,206,0,577,0,361,117,283,166,225
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980801,1384,0,1,0,0,0,5,4,3,490,0,1483,0,322,117,277,178,228
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19980901,712,302,4,0,0,0,4,1,0,229,0,392,0,333,44,260,133,197
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19981001,37,1959,0,0,0,0,6,1,0,234,0,634,0,261,6,173,69,121
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19981101,0,3562,0,0,0,9,3,1,0,188,0,317,0,194,-33,109,20,64
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19981201,0,5231,0,7,0,24,3,1,1,356,127,519,434,194,-150,57,-29,14
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990101,0,7280,0,16,6,28,5,1,1,315,457,777,939,139,-267,-9,-95,-52
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990201,0,4972,0,5,0,23,7,0,0,91,76,401,265,222,-111,50,-39,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990301,0,5411,0,4,1,27,2,1,0,191,203,301,360,222,-189,66,-49,8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990401,0,2328,0,0,0,4,13,7,1,445,0,1900,0,233,-11,161,50,105
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990501,363,752,0,0,0,0,6,0,0,107,0,418,0,306,33,236,105,170
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990601,1284,233,6,0,0,0,7,2,0,152,0,659,0,350,61,275,161,218
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990701,2245,0,14,0,0,0,2,1,1,531,0,608,0,389,100,314,197,255
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990801,896,17,0,0,0,0,8,3,1,455,0,1048,0,311,100,266,157,211
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19990901,522,527,4,0,0,0,4,1,0,163,0,317,0,333,33,256,109,183
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19991001,14,2137,0,0,0,2,3,1,0,191,0,349,0,261,0,173,56,115
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19991101,0,3176,0,0,0,14,4,0,0,112,25,336,49,244,-33,132,22,77
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,19991201,0,5695,0,8,0,22,5,2,1,284,76,677,189,156,-150,39,-41,-1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,20000101,0,6789,0,17,4,26,10,1,0,140,254,655,943,161,-200,6,-78,-36
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,20000201,0,4832,0,7,0,21,3,2,0,155,203,415,290,233,-122,60,-27,16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,235.6,41.70722,-86.33306,20000301,23,3621,0,1,0,14,5,1,0,185,0,460,0,267,-72,125,9,67
